XLE_wing(m);ScaleFactor_hTail;Span_canard(m);XLE_canard(m);ScaleFact_canard;Efficiency_cruise;MTOW(kg);CLmax_clean;M.S.S(%)
19.00;1.00;6.50;6.50;1.10;18.11;54853.48;1.96;0.04
19.00;1.00;6.50;6.50;1.15;18.11;54871.20;2.03;0.03
19.00;1.00;6.50;6.50;1.20;18.11;54889.05;2.09;0.03
19.00;1.00;6.50;6.50;1.25;18.10;54907.01;2.16;0.03
19.00;1.00;6.50;7.00;1.00;18.11;54818.44;1.79;0.06
19.00;1.00;6.50;7.00;1.05;18.11;54835.89;1.85;0.05
19.00;1.00;6.50;7.00;1.10;18.10;54853.48;1.91;0.05
19.00;1.00;6.50;7.00;1.15;18.10;54871.20;1.98;0.04
19.00;1.00;6.50;7.00;1.20;18.10;54889.05;2.04;0.04
19.00;1.00;6.50;7.00;1.25;18.09;54907.01;2.11;0.04
19.00;1.00;7.00;4.00;1.00;18.15;54845.34;2.17;-0.03
19.00;1.00;7.00;4.00;1.05;18.15;54864.37;2.25;-0.04
19.00;1.00;7.00;4.00;1.10;18.14;54883.54;2.33;-0.04
19.00;1.00;7.00;4.00;1.15;18.14;54902.85;2.41;-0.05
19.00;1.00;7.00;4.00;1.20;18.13;54922.29;2.49;-0.06
19.00;1.00;7.00;4.00;1.25;18.13;54941.86;2.57;-0.06
19.00;1.00;7.00;4.50;1.00;18.15;54845.34;2.12;-0.02
19.00;1.00;7.00;4.50;1.05;18.14;54864.37;2.20;-0.03
19.00;1.00;7.00;4.50;1.10;18.14;54883.54;2.28;-0.03
19.00;1.00;7.00;4.50;1.15;18.13;54902.85;2.36;-0.04
19.00;1.00;7.00;4.50;1.20;18.13;54922.29;2.43;-0.04
19.00;1.00;7.00;4.50;1.25;18.12;54941.86;2.51;-0.05
19.00;1.00;7.00;5.00;1.00;18.14;54845.34;2.07;-0.01
19.00;1.00;7.00;5.00;1.05;18.14;54864.37;2.15;-0.02
19.00;1.00;7.00;5.00;1.10;18.13;54883.54;2.23;-0.02
19.00;1.00;7.00;5.00;1.15;18.13;54902.85;2.30;-0.03
19.00;1.00;7.00;5.00;1.20;18.12;54922.29;2.38;-0.03
19.00;1.00;7.00;5.00;1.25;18.12;54941.86;2.46;-0.04
19.00;1.00;7.00;5.50;1.00;18.13;54845.34;2.03;0.00
19.00;1.00;7.00;5.50;1.05;18.13;54864.37;2.10;-0.01
19.00;1.00;7.00;5.50;1.10;18.12;54883.54;2.18;-0.01
19.00;1.00;7.00;5.50;1.15;18.12;54902.85;2.25;-0.02
19.00;1.00;7.00;5.50;1.20;18.11;54922.29;2.33;-0.02
19.00;1.00;7.00;5.50;1.25;18.11;54941.86;2.40;-0.03
19.00;1.00;7.00;6.00;1.00;18.13;54845.34;1.98;0.01
19.00;1.00;7.00;6.00;1.05;18.12;54864.37;2.05;0.00
19.00;1.00;7.00;6.00;1.10;18.12;54883.54;2.13;0.00
19.00;1.00;7.00;6.00;1.15;18.11;54902.85;2.20;-0.01
19.00;1.00;7.00;6.00;1.20;18.11;54922.29;2.27;-0.01
19.00;1.00;7.00;6.00;1.25;18.10;54941.86;2.34;-0.02
19.00;1.00;7.00;6.50;1.00;18.12;54845.34;1.93;0.02
19.00;1.00;7.00;6.50;1.05;18.11;54864.37;2.00;0.01
19.00;1.00;7.00;6.50;1.10;18.11;54883.54;2.07;0.01
19.00;1.00;7.00;6.50;1.15;18.10;54902.85;2.15;0.00
19.00;1.00;7.00;6.50;1.20;18.10;54922.29;2.22;0.00
19.00;1.00;7.00;6.50;1.25;18.09;54941.86;2.28;-0.01
19.00;1.00;7.00;7.00;1.00;18.11;54845.34;1.89;0.03
19.00;1.00;7.00;7.00;1.05;18.10;54864.37;1.96;0.02
19.00;1.00;7.00;7.00;1.10;18.10;54883.54;2.02;0.02
19.00;1.00;7.00;7.00;1.15;18.10;54902.85;2.09;0.01
19.00;1.00;7.00;7.00;1.20;18.09;54922.29;2.16;0.01
19.00;1.00;7.00;7.00;1.25;18.09;54941.86;2.23;0.00
19.00;1.00;7.50;4.00;1.00;18.15;54872.57;2.28;-0.06
19.00;1.00;7.50;4.00;1.05;18.14;54893.18;2.37;-0.07
19.00;1.00;7.50;4.00;1.10;18.14;54913.95;2.46;-0.08
19.00;1.00;7.50;4.00;1.15;18.13;54934.86;2.54;-0.09
19.00;1.00;7.50;4.00;1.20;18.12;54955.90;2.63;-0.09
19.00;1.00;7.50;4.00;1.25;18.12;54977.07;2.71;-0.10
19.00;1.00;7.50;4.50;1.00;18.14;54872.57;2.23;-0.05
19.00;1.00;7.50;4.50;1.05;18.14;54893.18;2.32;-0.06
19.00;1.00;7.50;4.50;1.10;18.13;54913.95;2.40;-0.07
19.00;1.00;7.50;4.50;1.15;18.12;54934.86;2.49;-0.07
19.00;1.00;7.50;4.50;1.20;18.12;54955.90;2.57;-0.08
19.00;1.00;7.50;4.50;1.25;18.11;54977.07;2.65;-0.09
19.00;1.00;7.50;5.00;1.00;18.13;54872.57;2.18;-0.04
19.00;1.00;7.50;5.00;1.05;18.13;54893.18;2.27;-0.05
19.00;1.00;7.50;5.00;1.10;18.12;54913.95;2.35;-0.06
19.00;1.00;7.50;5.00;1.15;18.12;54934.86;2.43;-0.06
19.00;1.00;7.50;5.00;1.20;18.11;54955.90;2.51;-0.07
19.00;1.00;7.50;5.00;1.25;18.11;54977.07;2.59;-0.08
19.00;1.00;7.50;5.50;1.00;18.13;54872.57;2.13;-0.03
19.00;1.00;7.50;5.50;1.05;18.12;54893.18;2.21;-0.04
19.00;1.00;7.50;5.50;1.10;18.12;54913.95;2.29;-0.04
19.00;1.00;7.50;5.50;1.15;18.11;54934.86;2.37;-0.05
19.00;1.00;7.50;5.50;1.20;18.11;54955.90;2.45;-0.06
19.00;1.00;7.50;5.50;1.25;18.10;54977.07;2.53;-0.06
19.00;1.00;7.50;6.00;1.00;18.12;54872.57;2.08;-0.02
19.00;1.00;7.50;6.00;1.05;18.12;54893.18;2.16;-0.03
19.00;1.00;7.50;6.00;1.10;18.11;54913.95;2.24;-0.03
19.00;1.00;7.50;6.00;1.15;18.10;54934.86;2.32;-0.04
19.00;1.00;7.50;6.00;1.20;18.10;54955.90;2.39;-0.05
19.00;1.00;7.50;6.00;1.25;18.09;54977.07;2.47;-0.05
19.00;1.00;7.50;6.50;1.00;18.11;54872.57;2.04;-0.01
19.00;1.00;7.50;6.50;1.05;18.11;54893.18;2.11;-0.01
19.00;1.00;7.50;6.50;1.10;18.10;54913.95;2.19;-0.02
19.00;1.00;7.50;6.50;1.15;18.10;54934.86;2.26;-0.03
19.00;1.00;7.50;6.50;1.20;18.09;54955.90;2.33;-0.03
19.00;1.00;7.50;6.50;1.25;18.09;54977.07;2.41;-0.04
19.00;1.00;7.50;7.00;1.00;18.10;54872.57;1.98;0.00
19.00;1.00;7.50;7.00;1.05;18.10;54893.18;2.06;0.00
19.00;1.00;7.50;7.00;1.10;18.09;54913.95;2.13;-0.01
19.00;1.00;7.50;7.00;1.15;18.09;54934.86;2.20;-0.02
19.00;1.00;7.50;7.00;1.20;18.08;54955.90;2.28;-0.02
19.00;1.00;7.50;7.00;1.25;18.08;54977.07;2.35;-0.03
19.00;1.00;8.00;4.00;1.00;18.14;54900.09;2.40;-0.09
19.00;1.00;8.00;4.00;1.05;18.13;54922.29;2.49;-0.10
19.00;1.00;8.00;4.00;1.10;18.13;54944.66;2.58;-0.11
19.00;1.00;8.00;4.00;1.15;18.12;54967.18;2.67;-0.12
19.00;1.00;8.00;4.00;1.20;18.12;54989.83;2.76;-0.13
19.00;1.00;8.00;4.00;1.25;18.11;55012.62;2.85;-0.14
19.00;1.00;8.00;4.50;1.00;18.13;54900.09;2.35;-0.08
19.00;1.00;8.00;4.50;1.05;18.13;54922.29;2.44;-0.09
19.00;1.00;8.00;4.50;1.10;18.12;54944.66;2.53;-0.10
19.00;1.00;8.00;4.50;1.15;18.12;54967.18;2.61;-0.11
19.00;1.00;8.00;4.50;1.20;18.11;54989.83;2.70;-0.12
19.00;1.00;8.00;4.50;1.25;18.10;55012.62;2.79;-0.12
19.00;1.00;8.00;5.00;1.00;18.13;54900.09;2.29;-0.07
19.00;1.00;8.00;5.00;1.05;18.12;54922.29;2.38;-0.08
19.00;1.00;8.00;5.00;1.10;18.12;54944.66;2.47;-0.09
19.00;1.00;8.00;5.00;1.15;18.11;54967.18;2.55;-0.10
19.00;1.00;8.00;5.00;1.20;18.10;54989.83;2.64;-0.10
19.00;1.00;8.00;5.00;1.25;18.10;55012.62;2.72;-0.11
19.00;1.00;8.00;5.50;1.00;18.12;54900.09;2.24;-0.06
19.00;1.00;8.00;5.50;1.05;18.12;54922.29;2.33;-0.07
19.00;1.00;8.00;5.50;1.10;18.11;54944.66;2.41;-0.08
19.00;1.00;8.00;5.50;1.15;18.10;54967.18;2.49;-0.08
19.00;1.00;8.00;5.50;1.20;18.10;54989.83;2.58;-0.09
19.00;1.00;8.00;5.50;1.25;18.09;55012.62;2.66;-0.10
19.00;1.00;8.00;6.00;1.00;18.11;54900.09;2.19;-0.05
19.00;1.00;8.00;6.00;1.05;18.11;54922.29;2.27;-0.06
19.00;1.00;8.00;6.00;1.10;18.10;54944.66;2.35;-0.06
19.00;1.00;8.00;6.00;1.15;18.10;54967.18;2.43;-0.07
19.00;1.00;8.00;6.00;1.20;18.09;54989.83;2.52;-0.08
19.00;1.00;8.00;6.00;1.25;18.09;55012.62;2.60;-0.09
19.00;1.00;8.00;6.50;1.00;18.11;54900.09;2.14;-0.04
19.00;1.00;8.00;6.50;1.05;18.10;54922.29;2.22;-0.04
19.00;1.00;8.00;6.50;1.10;18.10;54944.66;2.30;-0.05
19.00;1.00;8.00;6.50;1.15;18.09;54967.18;2.38;-0.06
19.00;1.00;8.00;6.50;1.20;18.08;54989.83;2.45;-0.07
19.00;1.00;8.00;6.50;1.25;18.08;55012.62;2.53;-0.07
19.00;1.00;8.00;7.00;1.00;18.10;54900.09;2.08;-0.02
19.00;1.00;8.00;7.00;1.05;18.09;54922.29;2.16;-0.03
19.00;1.00;8.00;7.00;1.10;18.09;54944.66;2.24;-0.04
19.00;1.00;8.00;7.00;1.15;18.08;54967.18;2.32;-0.05
19.00;1.00;8.00;7.00;1.20;18.08;54989.83;2.39;-0.05
19.00;1.00;8.00;7.00;1.25;18.07;55012.62;2.47;-0.06
19.00;1.00;8.50;4.00;1.00;18.13;54927.87;2.51;-0.13
19.00;1.00;8.50;4.00;1.05;18.13;54951.68;2.61;-0.14
19.00;1.00;8.50;4.00;1.10;18.12;54975.66;2.71;-0.15
19.00;1.00;8.50;4.00;1.15;18.11;54999.79;2.80;-0.16
19.00;1.00;8.50;4.00;1.20;18.11;55024.07;2.90;-0.17
19.00;1.00;8.50;4.00;1.25;18.10;55048.48;2.99;-0.18
19.00;1.00;8.50;4.50;1.00;18.13;54927.87;2.46;-0.11
19.00;1.00;8.50;4.50;1.05;18.12;54951.68;2.55;-0.12
19.00;1.00;8.50;4.50;1.10;18.11;54975.66;2.65;-0.13
19.00;1.00;8.50;4.50;1.15;18.11;54999.79;2.74;-0.14
19.00;1.00;8.50;4.50;1.20;18.10;55024.07;2.83;-0.15
19.00;1.00;8.50;4.50;1.25;18.10;55048.48;2.92;-0.16
19.00;1.00;8.50;5.00;1.00;18.12;54927.87;2.40;-0.10
19.00;1.00;8.50;5.00;1.05;18.12;54951.68;2.50;-0.11
19.00;1.00;8.50;5.00;1.10;18.11;54975.66;2.59;-0.12
19.00;1.00;8.50;5.00;1.15;18.10;54999.79;2.68;-0.13
19.00;1.00;8.50;5.00;1.20;18.10;55024.07;2.77;-0.14
19.00;1.00;8.50;5.00;1.25;18.09;55048.48;2.86;-0.15
19.00;1.00;8.50;5.50;1.00;18.12;54927.87;2.35;-0.09
19.00;1.00;8.50;5.50;1.05;18.11;54951.68;2.44;-0.10
19.00;1.00;8.50;5.50;1.10;18.10;54975.66;2.53;-0.11
19.00;1.00;8.50;5.50;1.15;18.10;54999.79;2.61;-0.12
19.00;1.00;8.50;5.50;1.20;18.09;55024.07;2.70;-0.13
19.00;1.00;8.50;5.50;1.25;18.08;55048.48;2.79;-0.13
19.00;1.00;8.50;6.00;1.00;18.11;54927.87;2.29;-0.08
19.00;1.00;8.50;6.00;1.05;18.10;54951.68;2.38;-0.09
19.00;1.00;8.50;6.00;1.10;18.10;54975.66;2.47;-0.10
19.00;1.00;8.50;6.00;1.15;18.09;54999.79;2.55;-0.10
19.00;1.00;8.50;6.00;1.20;18.08;55024.07;2.64;-0.11
19.00;1.00;8.50;6.00;1.25;18.08;55048.48;2.72;-0.12
19.00;1.00;8.50;6.50;1.00;18.10;54927.87;2.24;-0.06
19.00;1.00;8.50;6.50;1.05;18.10;54951.68;2.32;-0.07
19.00;1.00;8.50;6.50;1.10;18.09;54975.66;2.41;-0.08
19.00;1.00;8.50;6.50;1.15;18.08;54999.79;2.49;-0.09
19.00;1.00;8.50;6.50;1.20;18.08;55024.07;2.57;-0.10
19.00;1.00;8.50;6.50;1.25;18.07;55048.48;2.65;-0.11
19.00;1.00;8.50;7.00;1.00;18.09;54927.87;2.18;-0.05
19.00;1.00;8.50;7.00;1.05;18.09;54951.68;2.26;-0.06
19.00;1.00;8.50;7.00;1.10;18.08;54975.66;2.34;-0.07
19.00;1.00;8.50;7.00;1.15;18.08;54999.79;2.42;-0.08
19.00;1.00;8.50;7.00;1.20;18.07;55024.07;2.51;-0.08
19.00;1.00;8.50;7.00;1.25;18.06;55048.48;2.58;-0.09
19.00;1.00;9.00;4.00;1.00;18.13;54955.90;2.63;-0.16
19.00;1.00;9.00;4.00;1.05;18.12;54981.32;2.73;-0.17
19.00;1.00;9.00;4.00;1.10;18.11;55006.91;2.83;-0.18
19.00;1.00;9.00;4.00;1.15;18.11;55032.67;2.93;-0.19
19.00;1.00;9.00;4.00;1.20;18.10;55058.57;3.03;-0.20
19.00;1.00;9.00;4.00;1.25;18.09;55084.61;3.13;-0.21
19.00;1.00;9.00;4.50;1.00;18.12;54955.90;2.57;-0.15
19.00;1.00;9.00;4.50;1.05;18.11;54981.32;2.67;-0.16
19.00;1.00;9.00;4.50;1.10;18.11;55006.91;2.77;-0.17
19.00;1.00;9.00;4.50;1.15;18.10;55032.67;2.86;-0.18
19.00;1.00;9.00;4.50;1.20;18.09;55058.57;2.96;-0.19
19.00;1.00;9.00;4.50;1.25;18.09;55084.61;3.06;-0.20
19.00;1.00;9.00;5.00;1.00;18.11;54955.90;2.51;-0.13
19.00;1.00;9.00;5.00;1.05;18.11;54981.32;2.61;-0.14
19.00;1.00;9.00;5.00;1.10;18.10;55006.91;2.70;-0.15
19.00;1.00;9.00;5.00;1.15;18.09;55032.67;2.80;-0.16
19.00;1.00;9.00;5.00;1.20;18.09;55058.57;2.89;-0.17
19.00;1.00;9.00;5.00;1.25;18.08;55084.61;2.99;-0.18
19.00;1.00;9.00;5.50;1.00;18.11;54955.90;2.45;-0.12
19.00;1.00;9.00;5.50;1.05;18.10;54981.32;2.55;-0.13
19.00;1.00;9.00;5.50;1.10;18.10;55006.91;2.64;-0.14
19.00;1.00;9.00;5.50;1.15;18.09;55032.67;2.73;-0.15
19.00;1.00;9.00;5.50;1.20;18.08;55058.57;2.82;-0.16
19.00;1.00;9.00;5.50;1.25;18.08;55084.61;2.92;-0.17
19.00;1.00;9.00;6.00;1.00;18.10;54955.90;2.39;-0.10
19.00;1.00;9.00;6.00;1.05;18.10;54981.32;2.49;-0.12
19.00;1.00;9.00;6.00;1.10;18.09;55006.91;2.58;-0.13
19.00;1.00;9.00;6.00;1.15;18.08;55032.67;2.67;-0.14
19.00;1.00;9.00;6.00;1.20;18.08;55058.57;2.76;-0.14
19.00;1.00;9.00;6.00;1.25;18.07;55084.61;2.84;-0.15
19.00;1.00;9.00;6.50;1.00;18.09;54955.90;2.34;-0.09
19.00;1.00;9.00;6.50;1.05;18.09;54981.32;2.42;-0.10
19.00;1.00;9.00;6.50;1.10;18.08;55006.91;2.51;-0.11
19.00;1.00;9.00;6.50;1.15;18.08;55032.67;2.60;-0.12
19.00;1.00;9.00;6.50;1.20;18.07;55058.57;2.69;-0.13
19.00;1.00;9.00;6.50;1.25;18.06;55084.61;2.77;-0.14
19.00;1.00;9.00;7.00;1.00;18.09;54955.90;2.28;-0.08
19.00;1.00;9.00;7.00;1.05;18.08;54981.32;2.36;-0.09
19.00;1.00;9.00;7.00;1.10;18.07;55006.91;2.45;-0.10
19.00;1.00;9.00;7.00;1.15;18.07;55032.67;2.53;-0.11
19.00;1.00;9.00;7.00;1.20;18.06;55058.57;2.62;-0.12
19.00;1.00;9.00;7.00;1.25;18.05;55084.61;2.70;-0.12
19.00;1.05;6.00;4.00;1.00;18.01;54896.44;1.93;0.04
19.00;1.05;6.00;4.00;1.05;18.01;54912.33;2.00;0.04
19.00;1.05;6.00;4.00;1.10;18.00;54928.35;2.07;0.03
19.00;1.05;6.00;4.00;1.15;18.00;54944.50;2.14;0.03
19.00;1.05;6.00;4.00;1.20;18.00;54960.76;2.21;0.03
19.00;1.05;6.00;4.00;1.25;17.99;54977.13;2.28;0.02
19.00;1.05;6.00;4.50;1.00;18.00;54896.44;1.89;0.05
19.00;1.05;6.00;4.50;1.05;18.00;54912.33;1.96;0.05
19.00;1.05;6.00;4.50;1.10;17.99;54928.35;2.03;0.04
19.00;1.05;6.00;4.50;1.15;17.99;54944.50;2.10;0.04
19.00;1.05;6.00;4.50;1.20;17.99;54960.76;2.16;0.03
19.00;1.05;6.00;4.50;1.25;17.98;54977.13;2.23;0.03
19.00;1.05;6.00;5.00;1.00;17.99;54896.44;1.85;0.06
19.00;1.05;6.00;5.00;1.05;17.99;54912.33;1.92;0.06
19.00;1.05;6.00;5.00;1.10;17.99;54928.35;1.98;0.05
19.00;1.05;6.00;5.00;1.15;17.98;54944.50;2.05;0.05
19.00;1.05;6.00;5.00;1.20;17.98;54960.76;2.12;0.04
19.00;1.05;6.00;5.00;1.25;17.98;54977.13;2.18;0.04
19.00;1.05;6.00;5.50;1.00;17.98;54896.44;1.81;0.07
19.00;1.05;6.00;5.50;1.05;17.98;54912.33;1.88;0.06
19.00;1.05;6.00;5.50;1.10;17.98;54928.35;1.94;0.06
19.00;1.05;6.00;5.50;1.15;17.97;54944.50;2.00;0.05
19.00;1.05;6.00;5.50;1.20;17.97;54960.76;2.07;0.05
19.00;1.05;6.00;5.50;1.25;17.97;54977.13;2.13;0.05
19.00;1.05;6.00;6.00;1.00;17.97;54896.44;1.77;0.08
19.00;1.05;6.00;6.00;1.05;17.97;54912.33;1.83;0.07
19.00;1.05;6.00;6.00;1.10;17.97;54928.35;1.90;0.07
19.00;1.05;6.00;6.00;1.15;17.96;54944.50;1.96;0.06
19.00;1.05;6.00;6.00;1.20;17.96;54960.76;2.02;0.06
19.00;1.05;6.00;6.00;1.25;17.96;54977.13;2.08;0.06
19.00;1.05;6.00;6.50;1.00;17.96;54896.44;1.73;0.08
19.00;1.05;6.00;6.50;1.05;17.96;54912.33;1.79;0.08
19.00;1.05;6.00;6.50;1.10;17.95;54928.35;1.85;0.08
19.00;1.05;6.00;6.50;1.15;17.95;54944.50;1.91;0.07
19.00;1.05;6.00;6.50;1.20;17.95;54960.76;1.97;0.07
19.00;1.05;6.00;6.50;1.25;17.94;54977.13;2.03;0.06
19.00;1.05;6.00;7.00;1.00;17.95;54896.44;1.69;0.09
19.00;1.05;6.00;7.00;1.05;17.95;54912.33;1.75;0.09
19.00;1.05;6.00;7.00;1.10;17.94;54928.35;1.81;0.08
19.00;1.05;6.00;7.00;1.15;17.94;54944.50;1.87;0.08
19.00;1.05;6.00;7.00;1.20;17.94;54960.76;1.93;0.08
19.00;1.05;6.00;7.00;1.25;17.93;54977.13;1.98;0.07
19.00;1.05;6.50;4.00;1.00;18.01;54923.00;2.05;0.01
19.00;1.05;6.50;4.00;1.05;18.00;54940.45;2.12;0.00
19.00;1.05;6.50;4.00;1.10;18.00;54958.04;2.20;0.00
19.00;1.05;6.50;4.00;1.15;18.00;54975.76;2.27;-0.01
19.00;1.05;6.50;4.00;1.20;17.99;54993.61;2.35;-0.01
19.00;1.05;6.50;4.00;1.25;17.99;55011.57;2.42;-0.02
19.00;1.05;6.50;4.50;1.00;18.00;54923.00;2.01;0.02
19.00;1.05;6.50;4.50;1.05;18.00;54940.45;2.08;0.01
19.00;1.05;6.50;4.50;1.10;17.99;54958.04;2.15;0.01
19.00;1.05;6.50;4.50;1.15;17.99;54975.76;2.23;0.00
19.00;1.05;6.50;4.50;1.20;17.98;54993.61;2.30;0.00
19.00;1.05;6.50;4.50;1.25;17.98;55011.57;2.37;-0.01
19.00;1.05;6.50;5.00;1.00;17.99;54923.00;1.96;0.03
19.00;1.05;6.50;5.00;1.05;17.99;54940.45;2.03;0.02
19.00;1.05;6.50;5.00;1.10;17.98;54958.04;2.11;0.02
19.00;1.05;6.50;5.00;1.15;17.98;54975.76;2.18;0.01
19.00;1.05;6.50;5.00;1.20;17.98;54993.61;2.25;0.01
19.00;1.05;6.50;5.00;1.25;17.97;55011.57;2.32;0.00
19.00;1.05;6.50;5.50;1.00;17.98;54923.00;1.92;0.04
19.00;1.05;6.50;5.50;1.05;17.98;54940.45;1.99;0.03
19.00;1.05;6.50;5.50;1.10;17.97;54958.04;2.06;0.03
19.00;1.05;6.50;5.50;1.15;17.97;54975.76;2.13;0.02
19.00;1.05;6.50;5.50;1.20;17.97;54993.61;2.20;0.02
19.00;1.05;6.50;5.50;1.25;17.96;55011.57;2.27;0.01
19.00;1.05;6.50;6.00;1.00;17.97;54923.00;1.88;0.05
19.00;1.05;6.50;6.00;1.05;17.97;54940.45;1.94;0.04
19.00;1.05;6.50;6.00;1.10;17.96;54958.04;2.01;0.04
19.00;1.05;6.50;6.00;1.15;17.96;54975.76;2.08;0.03
19.00;1.05;6.50;6.00;1.20;17.96;54993.61;2.15;0.03
19.00;1.05;6.50;6.00;1.25;17.95;55011.57;2.21;0.02
19.00;1.05;6.50;6.50;1.00;17.96;54923.00;1.83;0.06
19.00;1.05;6.50;6.50;1.05;17.96;54940.45;1.90;0.05
19.00;1.05;6.50;6.50;1.10;17.95;54958.04;1.96;0.04
19.00;1.05;6.50;6.50;1.15;17.95;54975.76;2.03;0.04
19.00;1.05;6.50;6.50;1.20;17.95;54993.61;2.09;0.04
19.00;1.05;6.50;6.50;1.25;17.94;55011.57;2.16;0.03
19.00;1.05;6.50;7.00;1.00;17.95;54923.00;1.79;0.06
19.00;1.05;6.50;7.00;1.05;17.95;54940.45;1.85;0.06
19.00;1.05;6.50;7.00;1.10;17.94;54958.04;1.92;0.05
19.00;1.05;6.50;7.00;1.15;17.94;54975.76;1.98;0.05
19.00;1.05;6.50;7.00;1.20;17.94;54993.61;2.04;0.04
19.00;1.05;6.50;7.00;1.25;17.93;55011.57;2.11;0.04
19.00;1.05;7.00;4.00;1.00;18.00;54949.91;2.17;-0.02
19.00;1.05;7.00;4.00;1.05;18.00;54968.93;2.25;-0.03
19.00;1.05;7.00;4.00;1.10;17.99;54988.10;2.33;-0.04
19.00;1.05;7.00;4.00;1.15;17.99;55007.41;2.41;-0.04
19.00;1.05;7.00;4.00;1.20;17.99;55026.85;2.49;-0.05
19.00;1.05;7.00;4.00;1.25;17.98;55046.41;2.56;-0.06
19.00;1.05;7.00;4.50;1.00;18.00;54949.91;2.12;-0.01
19.00;1.05;7.00;4.50;1.05;17.99;54968.93;2.20;-0.02
19.00;1.05;7.00;4.50;1.10;17.99;54988.10;2.28;-0.03
19.00;1.05;7.00;4.50;1.15;17.98;55007.41;2.35;-0.03
19.00;1.05;7.00;4.50;1.20;17.98;55026.85;2.43;-0.04
19.00;1.05;7.00;4.50;1.25;17.97;55046.41;2.51;-0.04
19.00;1.05;7.00;5.00;1.00;17.99;54949.91;2.07;0.00
19.00;1.05;7.00;5.00;1.05;17.98;54968.93;2.15;-0.01
19.00;1.05;7.00;5.00;1.10;17.98;54988.10;2.23;-0.02
19.00;1.05;7.00;5.00;1.15;17.97;55007.41;2.30;-0.02
19.00;1.05;7.00;5.00;1.20;17.97;55026.85;2.38;-0.03
19.00;1.05;7.00;5.00;1.25;17.97;55046.41;2.45;-0.03
19.00;1.05;7.00;5.50;1.00;17.98;54949.91;2.03;0.01
19.00;1.05;7.00;5.50;1.05;17.98;54968.93;2.10;0.00
19.00;1.05;7.00;5.50;1.10;17.97;54988.10;2.18;-0.01
19.00;1.05;7.00;5.50;1.15;17.97;55007.41;2.25;-0.01
19.00;1.05;7.00;5.50;1.20;17.96;55026.85;2.32;-0.02
19.00;1.05;7.00;5.50;1.25;17.96;55046.41;2.40;-0.02
19.00;1.05;7.00;6.00;1.00;17.97;54949.91;1.98;0.02
19.00;1.05;7.00;6.00;1.05;17.97;54968.93;2.05;0.01
19.00;1.05;7.00;6.00;1.10;17.96;54988.10;2.13;0.00
19.00;1.05;7.00;6.00;1.15;17.96;55007.41;2.20;0.00
19.00;1.05;7.00;6.00;1.20;17.95;55026.85;2.27;-0.01
19.00;1.05;7.00;6.00;1.25;17.95;55046.41;2.34;-0.01
19.00;1.05;7.00;6.50;1.00;17.96;54949.91;1.93;0.03
19.00;1.05;7.00;6.50;1.05;17.96;54968.93;2.01;0.02
19.00;1.05;7.00;6.50;1.10;17.95;54988.10;2.08;0.01
19.00;1.05;7.00;6.50;1.15;17.95;55007.41;2.15;0.01
19.00;1.05;7.00;6.50;1.20;17.94;55026.85;2.21;0.00
19.00;1.05;7.00;6.50;1.25;17.94;55046.41;2.28;0.00
19.00;1.05;7.00;7.00;1.00;17.95;54949.91;1.89;0.04
19.00;1.05;7.00;7.00;1.05;17.95;54968.93;1.96;0.03
19.00;1.05;7.00;7.00;1.10;17.94;54988.10;2.03;0.02
19.00;1.05;7.00;7.00;1.15;17.94;55007.41;2.09;0.02
19.00;1.05;7.00;7.00;1.20;17.93;55026.85;2.16;0.01
19.00;1.05;7.00;7.00;1.25;17.93;55046.41;2.23;0.01
19.00;1.05;7.50;4.00;1.00;18.00;54977.13;2.28;-0.06
19.00;1.05;7.50;4.00;1.05;17.99;54997.74;2.37;-0.06
19.00;1.05;7.50;4.00;1.10;17.99;55018.50;2.45;-0.07
19.00;1.05;7.50;4.00;1.15;17.98;55039.41;2.54;-0.08
19.00;1.05;7.50;4.00;1.20;17.98;55060.46;2.62;-0.09
19.00;1.05;7.50;4.00;1.25;17.97;55081.63;2.71;-0.09
19.00;1.05;7.50;4.50;1.00;17.99;54977.13;2.23;-0.04
19.00;1.05;7.50;4.50;1.05;17.99;54997.74;2.32;-0.05
19.00;1.05;7.50;4.50;1.10;17.98;55018.50;2.40;-0.06
19.00;1.05;7.50;4.50;1.15;17.98;55039.41;2.48;-0.07
19.00;1.05;7.50;4.50;1.20;17.97;55060.46;2.56;-0.08
19.00;1.05;7.50;4.50;1.25;17.97;55081.63;2.65;-0.08
19.00;1.05;7.50;5.00;1.00;17.98;54977.13;2.18;-0.03
19.00;1.05;7.50;5.00;1.05;17.98;54997.74;2.27;-0.04
19.00;1.05;7.50;5.00;1.10;17.97;55018.50;2.35;-0.05
19.00;1.05;7.50;5.00;1.15;17.97;55039.41;2.43;-0.06
19.00;1.05;7.50;5.00;1.20;17.96;55060.46;2.51;-0.06
19.00;1.05;7.50;5.00;1.25;17.96;55081.63;2.59;-0.07
19.00;1.05;7.50;5.50;1.00;17.98;54977.13;2.13;-0.02
19.00;1.05;7.50;5.50;1.05;17.97;54997.74;2.21;-0.03
19.00;1.05;7.50;5.50;1.10;17.97;55018.50;2.29;-0.04
19.00;1.05;7.50;5.50;1.15;17.96;55039.41;2.37;-0.05
19.00;1.05;7.50;5.50;1.20;17.96;55060.46;2.45;-0.05
